date,RF,MKT,SMB,HML,UMD
1995-01-31,0.003463670049935308,-0.12634327110877697,0.0014457062013977229,0.05988839801145718,0.0
1995-02-28,0.003098508966037361,-0.018806321881972843,0.011970097424382042,0.03673672958561769,-0.017026762264180872
1995-03-31,0.004194391058314206,0.1553869034691051,-0.03245267119704298,-0.22226801333224833,0.22512738222326267
1995-04-30,0.0036463004378843866,-0.101286894848854,-0.009784815770568,0.05282587133951555,-0.044454206407964714
1995-05-31,0.0040116609360238975,0.18123007604085384,0.05488890115706835,-0.11316355109836906,0.06663944931039834
1995-06-30,0.0040116609360236755,-0.09193911034044822,0.06418792896890246,0.08560256431701418,-0.059464273945040946
1995-07-31,0.003828964064564344,0.07261758406812491,0.004038725021875633,0.08961879811423867,0.00011500437624079041
1995-08-31,0.004194391058313984,0.045716524913919976,-0.028000155689771322,0.13135347612376258,-0.15125096978742947
1995-09-30,0.003828964064564344,-0.002210065142488671,-0.015927110093036156,0.06477092934101836,-0.08788180384080302
1995-10-31,0.0036463004378848307,0.0048189967648031296,0.013278542233730706,0.026577395742505838,0.05026772715962968
1995-11-30,0.0040116609360238975,-0.07886379200911531,0.04535782651059572,0.029714662913148615,-0.11958120295342411
1995-12-31,0.003828964064564344,-0.11742104339172232,0.01023136494870236,0.029088933750583412,-0.0025443770473496663
1996-01-31,0.0040116609360238975,-0.03991489013600413,0.0007246835648098138,0.05105205763305243,0.09180469907205302
1996-02-29,0.002186187510827109,0.03143340348916879,-0.011015058631468344,-0.005751912240902213,-0.06274014936120575
1996-03-31,0.0036463004378843866,0.0023235490721569274,-0.018027367749515966,-0.012177238654908606,0.019072211934364147
1996-04-30,0.0040116609360241196,0.29526376701727863,0.18795540408659916,0.22955512985352144,-0.13439917099452137
1996-05-31,0.00293008978434961,-0.02895022110643941,-0.08720174213256682,0.11758621472607289,0.1003990553595856
1996-06-30,0.002663363593521595,0.25328493693553256,-0.2512797314016282,-0.10425424077261836,0.09039072094337719
1996-07-31,0.003063479486291154,0.11762661084275461,0.22093941752691637,0.39441241117063885,0.08447708505353457
1996-08-31,0.0026774115404468724,-0.0040238255911292375,-0.06433284950100904,0.0352061454967898,0.11608212126421014
1996-09-30,0.001821574249404767,0.057827171509935216,-0.035062493338487766,0.003062486348048621,0.010782371963370174
1996-10-31,0.0019127400126612848,0.2164796236397768,0.19842394018087206,0.2896800812029483,-0.036924514379363504
1996-11-30,0.0019127400126615068,0.0661452424967941,0.07111806631136108,0.024658740918384714,-0.022907294044568927
1996-12-31,0.0020039140720027326,-0.17998293086239847,-0.030363965746637023,-0.028552958662531935,0.002466499254769161
1997-01-31,0.0020039140720027326,0.07554299926194363,0.043717659694866295,0.02282208191918733,0.0793115654265204
1997-02-28,0.0009103727354431435,0.06809057632274573,0.11220473306284462,0.09901238303954973,-0.07302881119150673
1997-03-31,0.0019127400126615068,0.1858014722869863,0.0805699710716774,-0.10864972489356273,0.06951537471462932
1997-04-30,0.0020039140720027326,0.10688665713512746,-0.041846393428508044,-0.22904153887384182,0.16767079142089925
1997-05-31,0.001821574249404323,-0.07457623061759744,-0.04903095815771241,-0.046374944450197075,0.1237438056271366
1997-06-30,0.001821574249404545,-0.0016577086915221528,-0.03767088971816335,-0.1730739042265499,0.11478798020253489
1997-07-31,0.0020039140720025106,-0.0687516171722724,0.09256865129860437,0.11893722409737661,-0.0926618404578452
1997-08-31,0.0019127400126606187,0.006887472800674255,0.10067592298334116,0.24250055771535584,-0.24462667719009223
1997-09-30,0.0020039140720027326,-0.11516348912928975,0.034736303561518356,-0.03497830745490271,-0.009774162986258439
1997-10-31,0.0017374319232907887,0.12087183757917441,-0.022211369646051082,-0.10375028244998119,-0.01779786411725226
1997-11-30,0.0015811863522519065,-0.0453626500159342,0.04204165718031505,-0.012147627213591194,0.05743314055574156
1997-12-31,0.0018185798465160108,0.024692199766326306,0.09148310844815244,-0.07276916079923756,0.07780383779299604
1998-01-31,0.00118565552938521,0.022756947738181932,0.06446075292657483,-0.03786006646752238,0.009454357563504434
1998-02-28,0.001185655529384988,-0.01519405342153124,0.07720402909413915,0.10027150644105676,-0.08510766098802935
1998-03-31,0.0017394424305634537,0.025614477623701948,0.09479817690852799,-0.010702731645999997,0.0052958480172642375
1998-04-30,0.0017394424305638978,0.08238761654265625,0.10401161140248538,-0.021103819687702252,0.018165396209764983
1998-05-31,0.0015811863522519065,0.06354330449564238,0.15545771096191374,0.07226229137727391,-0.051965008487953934
1998-06-30,0.0017394424305643419,-0.06658531578508309,0.0248323094452525,-0.008290164524780597,0.016615696015515824
1998-07-31,0.0017494621057212445,-0.01754044666121679,0.06396752180599086,0.034080122598685536,0.04337062769217048
1998-08-31,0.0015972135440374124,-0.12739059041107947,0.06350174918746887,-0.07007118338832174,0.06874338358739585
1998-09-30,0.0016733349322666236,0.08191229716478299,0.15343754233194118,0.05556796455994517,-0.010359084935372742
1998-10-31,0.0015210979405935188,-0.018631430241983993,0.08742881802534874,-0.07008699610893465,0.047924529644398084
1998-11-30,0.0015972135440371904,0.015089645902052196,-0.022193436742017902,-0.007197298381184103,-0.03420635294692387
1998-12-31,0.0017494621057212445,-0.08318307875488296,-0.030968494598887952,0.03353490322935504,-0.05561273017831192
